flight_number,flight_Date,customer_ID,action,date,class,plane_row,seat
PA004,17/3/2024,000001675,Booked,13/2/2024,Economy,38,9
PA004,17/3/2024,000001780,Booked,18/1/2024,Economy,33,3
PA004,17/3/2024,000001780,Seat Changed,8/2/2024,Economy,39,7
PA004,17/3/2024,000001780,Cancelled,27/2/2024,,,
PA004,17/3/2024,000002016,Booked,25/11/2023,Economy,38,3
PA004,17/3/2024,000002016,Upgraded,25/12/2023,Premium Economy,23,6
PA004,17/3/2024,000002016,Seat Changed,7/1/2024,Premium Economy,21,3
PA004,17/3/2024,000002016,Seat Changed,7/2/2024,Premium Economy,19,4
PA004,17/3/2024,000002195,Booked,18/11/2023,Economy,37,5
PA004,17/3/2024,000002195,Seat Changed,17/12/2023,Economy,27,10
PA004,17/3/2024,000002957,Booked,30/12/2023,Economy,28,10
PA004,17/3/2024,000003539,Booked,3/12/2023,Economy,27,9
PA004,17/3/2024,000003539,Upgraded,10/12/2023,Premium Economy,20,7
PA004,17/3/2024,000003575,Booked,3/12/2023,Economy,37,6
PA004,17/3/2024,000003575,Seat Changed,17/12/2023,Economy,33,9
PA004,17/3/2024,000004438,Booked,11/2/2024,Economy,38,7
PA004,17/3/2024,000004438,Seat Changed,14/3/2024,Economy,33,7
PA004,17/3/2024,000005088,Booked,12/12/2023,Economy,42,2
PA004,17/3/2024,000005639,Booked,10/1/2024,Economy,33,8
PA004,17/3/2024,000005639,Upgraded,27/1/2024,Premium Economy,25,8
PA004,17/3/2024,000005639,Cancelled,2/3/2024,,,
PA004,17/3/2024,000005667,Booked,12/2/2024,Economy,36,2
PA004,17/3/2024,000005667,Upgraded,19/2/2024,Premium Economy,22,7
PA004,17/3/2024,000005667,Cancelled,26/2/2024,,,
PA004,17/3/2024,000006897,Booked,19/11/2023,Economy,42,9
PA004,17/3/2024,000006897,Cancelled,21/12/2023,,,
PA004,17/3/2024,000007164,Booked,24/11/2023,Economy,39,10
PA004,17/3/2024,000007164,Seat Changed,26/12/2023,Economy,42,7
PA004,17/3/2024,000007369,Booked,31/12/2023,Economy,38,3
PA004,17/3/2024,000007369,Upgraded,20/1/2024,Premium Economy,25,6
PA004,17/3/2024,000007369,Seat Changed,4/2/2024,Premium Economy,19,3
PA004,17/3/2024,000007369,Cancelled,11/2/2024,,,
PA004,17/3/2024,000008433,Booked,15/12/2023,Economy,39,9
PA004,17/3/2024,000008433,Seat Changed,24/12/2023,Economy,38,3
PA004,17/3/2024,000009501,Booked,8/2/2024,Economy,42,1
PA004,17/3/2024,000009501,Upgraded,12/3/2024,Premium Economy,26,3
PA004,17/3/2024,000009750,Booked,28/1/2024,Economy,33,8
PA004,17/3/2024,000009750,Seat Changed,13/2/2024,Economy,35,10
PA005,22/3/2024,000000073,Booked,24/12/2023,Economy,38,10
PA005,22/3/2024,000000073,Seat Changed,24/1/2024,Economy,42,8
PA005,22/3/2024,000000073,Upgraded,15/2/2024,Premium Economy,20,1
PA005,22/3/2024,000000073,Seat Changed,14/3/2024,Premium Economy,25,5
PA005,22/3/2024,000000134,Booked,30/1/2024,Economy,39,1
PA005,22/3/2024,000000134,Upgraded,27/2/2024,Premium Economy,26,8
PA005,22/3/2024,000000134,Seat Changed,10/3/2024,Premium Economy,22,6
PA005,22/3/2024,000000373,Booked,22/1/2024,Economy,39,4
PA005,22/3/2024,000000373,Seat Changed,23/2/2024,Economy,27,6
PA005,22/3/2024,000000373,Seat Changed,22/3/2024,Economy,42,1
PA005,22/3/2024,000000389,Booked,6/1/2024,Economy,32,6
PA005,22/3/2024,000000389,Upgraded,27/1/2024,Premium Economy,26,1
PA005,22/3/2024,000000549,Booked,23/1/2024,Economy,42,5
PA005,22/3/2024,000000652,Booked,9/12/2023,Economy,38,10
PA005,22/3/2024,000000652,Seat Changed,7/1/2024,Economy,31,7
PA005,22/3/2024,000000652,Seat Changed,26/1/2024,Economy,30,10
PA005,22/3/2024,000000857,Booked,18/2/2024,Economy,28,8
PA005,22/3/2024,000000857,Seat Changed,10/3/2024,Economy,40,9
PA005,22/3/2024,000000919,Booked,25/1/2024,Economy,33,6
PA005,22/3/2024,000000919,Upgraded,2/2/2024,Premium Economy,23,6
PA005,22/3/2024,000000919,Cancelled,25/2/2024,,,
PA005,22/3/2024,000000961,Booked,26/11/2023,Economy,42,8
PA005,22/3/2024,000000961,Upgraded,27/12/2023,Premium Economy,26,7
PA005,22/3/2024,000001113,Booked,25/12/2023,Economy,38,1
PA005,22/3/2024,000001113,Seat Changed,6/1/2024,Economy,30,3
PA005,22/3/2024,000001193,Booked,12/2/2024,Economy,32,4
PA005,22/3/2024,000001193,Seat Changed,2/3/2024,Economy,41,4
PA005,22/3/2024,000001193,Seat Changed,13/3/2024,Economy,33,5
PA005,22/3/2024,000001332,Booked,21/12/2023,Economy,34,4
PA005,22/3/2024,000001332,Seat Changed,26/1/2024,Economy,30,3
PA005,22/3/2024,000001726,Booked,28/12/2023,Economy,32,7
PA005,22/3/2024,000001726,Cancelled,8/1/2024,,,
PA005,22/3/2024,000001962,Booked,28/11/2023,Economy,32,5
PA005,22/3/2024,000001962,Seat Changed,19/12/2023,Economy,42,5
PA005,22/3/2024,000002204,Booked,7/1/2024,Economy,34,5
PA005,22/3/2024,000002204,Seat Changed,1/2/2024,Economy,31,3
PA005,22/3/2024,000002204,Seat Changed,6/3/2024,Economy,35,5
PA005,22/3/2024,000002355,Booked,27/11/2023,Economy,39,9
PA005,22/3/2024,000002355,Seat Changed,24/12/2023,Economy,41,9
PA005,22/3/2024,000002720,Booked,13/12/2023,Economy,35,7
PA005,22/3/2024,000002720,Seat Changed,21/12/2023,Economy,28,1
PA005,22/3/2024,000002720,Seat Changed,9/1/2024,Economy,38,3
PA005,22/3/2024,000002720,Seat Changed,18/1/2024,Economy,39,4
PA005,22/3/2024,000002720,Cancelled,28/1/2024,,,
PA005,22/3/2024,000002774,Booked,31/12/2023,Economy,29,3
PA005,22/3/2024,000002774,Seat Changed,27/1/2024,Economy,42,9
PA005,22/3/2024,000002774,Seat Changed,2/3/2024,Economy,40,8
PA005,22/3/2024,000002847,Booked,15/2/2024,Economy,30,6
PA005,22/3/2024,000002847,Upgraded,23/2/2024,Premium Economy,25,8
PA005,22/3/2024,000003119,Booked,7/1/2024,Economy,28,4
PA005,22/3/2024,000003119,Upgraded,13/2/2024,Premium Economy,26,4
PA005,22/3/2024,000003119,Seat Changed,24/2/2024,Premium Economy,19,1
PA005,22/3/2024,000003376,Booked,9/12/2023,Economy,38,8
PA005,22/3/2024,000003376,Seat Changed,26/12/2023,Economy,30,4
PA005,22/3/2024,000003376,Cancelled,20/1/2024,,,
PA005,22/3/2024,000003625,Booked,4/1/2024,Economy,31,3
PA005,22/3/2024,000003625,Seat Changed,15/1/2024,Economy,38,5
PA005,22/3/2024,000003625,Upgraded,10/2/2024,Premium Economy,22,1
PA005,22/3/2024,000003703,Booked,10/12/2023,Economy,27,8
PA005,22/3/2024,000003703,Seat Changed,10/1/2024,Economy,29,6
PA005,22/3/2024,000003721,Booked,27/1/2024,Economy,39,1
PA005,22/3/2024,000003721,Seat Changed,29/2/2024,Economy,38,8
PA005,22/3/2024,000004039,Booked,15/1/2024,Economy,30,10
PA005,22/3/2024,000004039,Seat Changed,19/2/2024,Economy,28,5
PA005,22/3/2024,000004196,Booked,18/1/2024,Economy,28,7
PA005,22/3/2024,000004196,Seat Changed,2/2/2024,Economy,36,4
PA005,22/3/2024,000004290,Booked,10/12/2023,Economy,39,9
PA005,22/3/2024,000004290,Upgraded,1/1/2024,Premium Economy,22,7
PA005,22/3/2024,000004290,Seat Changed,30/1/2024,Premium Economy,20,6
PA005,22/3/2024,000004290,Seat Changed,6/2/2024,Premium Economy,26,4
PA005,22/3/2024,000004324,Booked,10/1/2024,Economy,33,5
PA005,22/3/2024,000004324,Seat Changed,28/1/2024,Economy,34,8
PA005,22/3/2024,000004324,Seat Changed,12/2/2024,Economy,37,5
PA005,22/3/2024,000004744,Booked,17/2/2024,Economy,42,3
PA005,22/3/2024,000004744,Seat Changed,2/3/2024,Economy,37,10
PA005,22/3/2024,000004971,Booked,8/1/2024,Economy,33,9
PA005,22/3/2024,000004971,Upgraded,28/1/2024,Premium Economy,21,4
PA005,22/3/2024,000004971,Cancelled,3/3/2024,,,
PA005,22/3/2024,000005045,Booked,9/12/2023,Economy,33,8
PA005,22/3/2024,000005045,Seat Changed,31/12/2023,Economy,31,8
PA005,22/3/2024,000005069,Booked,27/1/2024,Economy,40,3
PA005,22/3/2024,000005069,Cancelled,12/2/2024,,,
PA005,22/3/2024,000005156,Booked,1/12/2023,Economy,35,1
PA005,22/3/2024,000005305,Booked,15/1/2024,Economy,39,2
PA005,22/3/2024,000005305,Cancelled,22/1/2024,,,
PA005,22/3/2024,000005372,Booked,10/1/2024,Economy,28,8
PA005,22/3/2024,000005372,Seat Changed,9/2/2024,Economy,41,10
PA005,22/3/2024,000005512,Booked,26/1/2024,Economy,31,10
PA005,22/3/2024,000005512,Seat Changed,1/3/2024,Economy,40,2
PA005,22/3/2024,000005859,Booked,18/1/2024,Economy,39,3
PA005,22/3/2024,000005859,Upgraded,2/2/2024,Premium Economy,25,2
PA005,22/3/2024,000005859,Seat Changed,11/2/2024,Premium Economy,21,2
PA005,22/3/2024,000005859,Cancelled,9/3/2024,,,
PA005,22/3/2024,000006887,Booked,1/2/2024,Economy,32,8
PA005,22/3/2024,000006887,Upgraded,29/2/2024,Premium Economy,24,2
PA005,22/3/2024,000007068,Booked,5/1/2024,Economy,36,9
PA005,22/3/2024,000007068,Seat Changed,10/2/2024,Economy,37,2
PA005,22/3/2024,000007072,Booked,2/2/2024,Economy,36,10
PA005,22/3/2024,000007072,Upgraded,21/2/2024,Premium Economy,19,4
PA005,22/3/2024,000007072,Cancelled,2/3/2024,,,
PA005,22/3/2024,000007094,Booked,12/2/2024,Economy,32,8
PA005,22/3/2024,000007094,Seat Changed,20/3/2024,Economy,37,3
PA005,22/3/2024,000007099,Booked,8/1/2024,Economy,35,8
PA005,22/3/2024,000007099,Seat Changed,3/2/2024,Economy,32,10
PA005,22/3/2024,000007184,Booked,3/12/2023,Economy,31,3
PA005,22/3/2024,000007184,Seat Changed,14/12/2023,Economy,42,6
PA005,22/3/2024,000007184,Upgraded,30/12/2023,Premium Economy,25,7
PA005,22/3/2024,000007184,Upgraded,5/2/2024,Business,14,2
PA005,22/3/2024,000007430,Booked,28/12/2023,Economy,38,9
PA005,22/3/2024,000007430,Cancelled,7/1/2024,,,
PA005,22/3/2024,000007650,Booked,4/12/2023,Economy,28,9
PA005,22/3/2024,000007650,Seat Changed,29/12/2023,Economy,30,10
PA005,22/3/2024,000008075,Booked,4/12/2023,Economy,31,5
PA005,22/3/2024,000008075,Seat Changed,31/12/2023,Economy,28,1
PA005,22/3/2024,000008075,Seat Changed,21/1/2024,Economy,35,9
PA005,22/3/2024,000008075,Seat Changed,8/2/2024,Economy,34,5
PA005,22/3/2024,000008082,Booked,3/1/2024,Economy,29,4
PA005,22/3/2024,000008082,Upgraded,4/2/2024,Premium Economy,21,2
PA005,22/3/2024,000008082,Seat Changed,20/2/2024,Premium Economy,25,7
PA005,22/3/2024,000008117,Booked,15/1/2024,Economy,28,2
PA005,22/3/2024,000008117,Cancelled,10/2/2024,,,
PA005,22/3/2024,000008311,Booked,26/11/2023,Economy,27,10
PA005,22/3/2024,000008311,Upgraded,9/12/2023,Premium Economy,21,2
PA005,22/3/2024,000008729,Booked,22/12/2023,Economy,32,4
PA005,22/3/2024,000008729,Seat Changed,28/1/2024,Economy,35,9
PA005,22/3/2024,000009379,Booked,26/11/2023,Economy,27,4
PA005,22/3/2024,000009379,Seat Changed,16/12/2023,Economy,41,7
PA005,22/3/2024,000009379,Cancelled,19/1/2024,,,
PA005,22/3/2024,000009504,Booked,4/2/2024,Economy,30,7
PA005,22/3/2024,000009682,Booked,13/12/2023,Economy,37,10
PA005,22/3/2024,000009682,Upgraded,6/1/2024,Premium Economy,26,1
PA005,22/3/2024,000009939,Booked,19/2/2024,Economy,28,1
PA006,27/3/2024,000000073,Booked,12/12/2023,Economy,32,10
PA006,27/3/2024,000000073,Seat Changed,24/12/2023,Economy,38,8
PA006,27/3/2024,000000073,Cancelled,27/1/2024,,,
PA006,27/3/2024,000000100,Booked,18/1/2024,Economy,28,10
PA006,27/3/2024,000000100,Seat Changed,17/2/2024,Economy,33,5
PA006,27/3/2024,000000217,Booked,30/12/2023,Economy,42,10
PA006,27/3/2024,000000217,Seat Changed,13/1/2024,Economy,31,9
PA006,27/3/2024,000000217,Cancelled,26/1/2024,,,
PA006,27/3/2024,000000373,Booked,23/12/2023,Economy,41,9
PA006,27/3/2024,000000373,Seat Changed,14/1/2024,Economy,28,4
PA006,27/3/2024,000000549,Booked,19/12/2023,Economy,41,1
PA006,27/3/2024,000000549,Seat Changed,10/1/2024,Economy,39,8
PA006,27/3/2024,000000549,Upgraded,6/2/2024,Premium Economy,26,7
PA006,27/3/2024,000000652,Booked,27/11/2023,Economy,29,5
PA006,27/3/2024,000000652,Seat Changed,18/12/2023,Economy,41,4
PA006,27/3/2024,000000699,Booked,29/1/2024,Economy,42,4
PA006,27/3/2024,000000699,Upgraded,1/3/2024,Premium Economy,23,6
PA006,27/3/2024,000000778,Booked,2/2/2024,Economy,35,9
PA006,27/3/2024,000000778,Upgraded,19/2/2024,Premium Economy,24,6
PA006,27/3/2024,000000778,Upgraded,25/3/2024,Business,16,3
PA006,27/3/2024,000000857,Booked,2/2/2024,Economy,42,10
PA006,27/3/2024,000000857,Upgraded,8/3/2024,Premium Economy,26,4
PA006,27/3/2024,000000919,Booked,30/1/2024,Economy,29,8
PA006,27/3/2024,000000919,Upgraded,18/2/2024,Premium Economy,22,4
PA006,27/3/2024,000000919,Seat Changed,19/3/2024,Premium Economy,24,5
PA006,27/3/2024,000000961,Booked,18/2/2024,Economy,41,10
PA006,27/3/2024,000000961,Cancelled,24/3/2024,,,
PA006,27/3/2024,000001332,Booked,18/12/2023,Economy,36,2
PA006,27/3/2024,000001332,Seat Changed,16/1/2024,Economy,35,5
PA006,27/3/2024,000001332,Seat Changed,7/2/2024,Economy,30,9
PA006,27/3/2024,000001332,Seat Changed,7/3/2024,Economy,32,9
PA006,27/3/2024,000001962,Booked,22/2/2024,Economy,28,1
PA006,27/3/2024,000001962,Seat Changed,23/3/2024,Economy,32,4
PA006,27/3/2024,000002355,Booked,1/1/2024,Economy,38,1
PA006,27/3/2024,000002355,Seat Changed,1/2/2024,Economy,31,3
PA006,27/3/2024,000002355,Upgraded,20/2/2024,Premium Economy,21,4
PA006,27/3/2024,000002720,Booked,10/2/2024,Economy,38,10
PA006,27/3/2024,000002720,Seat Changed,5/3/2024,Economy,36,2
PA006,27/3/2024,000002774,Booked,26/12/2023,Economy,38,9
PA006,27/3/2024,000002774,Upgraded,1/2/2024,Premium Economy,20,5
PA006,27/3/2024,000002774,Seat Changed,16/2/2024,Premium Economy,19,6
PA006,27/3/2024,000003625,Booked,29/11/2023,Economy,32,7
PA006,27/3/2024,000003625,Seat Changed,15/12/2023,Economy,28,6
PA006,27/3/2024,000003625,Seat Changed,24/12/2023,Economy,42,6
PA006,27/3/2024,000003625,Seat Changed,14/1/2024,Economy,33,1
PA006,27/3/2024,000003703,Booked,20/12/2023,Economy,34,8
PA006,27/3/2024,000003703,Seat Changed,18/1/2024,Economy,35,10
PA006,27/3/2024,000003703,Seat Changed,3/2/2024,Economy,31,6
PA006,27/3/2024,000003703,Cancelled,25/2/2024,,,
PA006,27/3/2024,000004196,Booked,24/12/2023,Economy,33,9
PA006,27/3/2024,000004196,Seat Changed,31/12/2023,Economy,29,7
PA006,27/3/2024,000004196,Seat Changed,18/1/2024,Economy,40,2
PA006,27/3/2024,000004196,Seat Changed,28/1/2024,Economy,38,5
PA006,27/3/2024,000004290,Booked,19/12/2023,Economy,36,8
PA006,27/3/2024,000004290,Upgraded,4/1/2024,Premium Economy,20,3
PA006,27/3/2024,000004324,Booked,16/12/2023,Economy,30,2
PA006,27/3/2024,000004324,Seat Changed,1/1/2024,Economy,40,2
PA006,27/3/2024,000004324,Cancelled,27/1/2024,,,
PA006,27/3/2024,000004713,Booked,29/11/2023,Economy,30,2
PA006,27/3/2024,000004713,Upgraded,30/12/2023,Premium Economy,20,7
PA006,27/3/2024,000004713,Seat Changed,10/1/2024,Premium Economy,21,6
PA006,27/3/2024,000004713,Seat Changed,4/2/2024,Premium Economy,20,5
PA006,27/3/2024,000004744,Booked,18/1/2024,Economy,27,6
PA006,27/3/2024,000004744,Cancelled,2/2/2024,,,
PA006,27/3/2024,000004802,Booked,15/1/2024,Economy,29,3
PA006,27/3/2024,000004802,Upgraded,22/1/2024,Premium Economy,24,4
PA006,27/3/2024,000004971,Booked,17/2/2024,Economy,32,8
PA006,27/3/2024,000004971,Upgraded,7/3/2024,Premium Economy,26,4
PA006,27/3/2024,000005045,Booked,5/2/2024,Economy,31,8
PA006,27/3/2024,000005045,Seat Changed,20/2/2024,Economy,35,2
PA006,27/3/2024,000005045,Seat Changed,8/3/2024,Economy,42,4
PA006,27/3/2024,000005305,Booked,12/1/2024,Economy,34,3
PA006,27/3/2024,000005305,Seat Changed,27/1/2024,Economy,38,3
PA006,27/3/2024,000005305,Cancelled,7/2/2024,,,
PA006,27/3/2024,000005859,Booked,20/2/2024,Economy,33,10
PA006,27/3/2024,000005859,Seat Changed,4/3/2024,Economy,34,6
PA006,27/3/2024,000006009,Booked,2/12/2023,Economy,32,6
PA006,27/3/2024,000006009,Upgraded,14/12/2023,Premium Economy,24,8
PA006,27/3/2024,000006009,Seat Changed,7/1/2024,Premium Economy,20,8
PA006,27/3/2024,000006730,Booked,7/1/2024,Economy,30,5
PA006,27/3/2024,000006730,Upgraded,10/2/2024,Premium Economy,19,2
PA006,27/3/2024,000006730,Cancelled,29/2/2024,,,
PA006,27/3/2024,000006887,Booked,7/2/2024,Economy,40,1
PA006,27/3/2024,000006887,Upgraded,17/2/2024,Premium Economy,23,4
PA006,27/3/2024,000006887,Upgraded,20/3/2024,Business,18,2
PA006,27/3/2024,000007008,Booked,7/1/2024,Economy,41,10
PA006,27/3/2024,000007008,Seat Changed,12/2/2024,Economy,36,9
PA006,27/3/2024,000007072,Booked,6/12/2023,Economy,39,9
PA006,27/3/2024,000007072,Seat Changed,17/12/2023,Economy,42,4
PA006,27/3/2024,000007094,Booked,31/1/2024,Economy,36,2
PA006,27/3/2024,000007094,Upgraded,16/2/2024,Premium Economy,24,3
PA006,27/3/2024,000007094,Seat Changed,4/3/2024,Premium Economy,23,6
PA006,27/3/2024,000007094,Seat Changed,25/3/2024,Premium Economy,21,1
PA006,27/3/2024,000007099,Booked,24/2/2024,Economy,33,2
PA006,27/3/2024,000007099,Seat Changed,13/3/2024,Economy,34,6
PA006,27/3/2024,000007430,Booked,31/12/2023,Economy,35,7
PA006,27/3/2024,000007430,Upgraded,16/1/2024,Premium Economy,25,7
PA006,27/3/2024,000007430,Seat Changed,2/2/2024,Premium Economy,25,3
PA006,27/3/2024,000007430,Seat Changed,18/2/2024,Premium Economy,22,3
PA006,27/3/2024,000007430,Seat Changed,21/3/2024,Premium Economy,24,4
PA006,27/3/2024,000007650,Booked,4/2/2024,Economy,37,1
PA006,27/3/2024,000007650,Seat Changed,9/3/2024,Economy,37,6
PA006,27/3/2024,000008075,Booked,1/1/2024,Economy,35,2
PA006,27/3/2024,000008075,Seat Changed,13/1/2024,Economy,35,2
PA006,27/3/2024,000008075,Seat Changed,30/1/2024,Economy,31,6
PA006,27/3/2024,000008117,Booked,1/12/2023,Economy,30,10
PA006,27/3/2024,000008117,Upgraded,15/12/2023,Premium Economy,21,4
PA006,27/3/2024,000008117,Cancelled,22/12/2023,,,
PA006,27/3/2024,000008311,Booked,8/12/2023,Economy,41,10
PA006,27/3/2024,000008311,Upgraded,29/12/2023,Premium Economy,24,6
PA006,27/3/2024,000008311,Seat Changed,17/1/2024,Premium Economy,24,2
PA006,27/3/2024,000008311,Cancelled,1/2/2024,,,
PA006,27/3/2024,000009249,Booked,11/1/2024,Economy,35,10
PA006,27/3/2024,000009249,Cancelled,3/2/2024,,,
PA006,27/3/2024,000009504,Booked,17/1/2024,Economy,37,6
PA006,27/3/2024,000009504,Seat Changed,30/1/2024,Economy,41,7
PA006,27/3/2024,000009939,Booked,23/2/2024,Economy,37,10
PA006,27/3/2024,000009939,Seat Changed,9/3/2024,Economy,33,4
PA006,27/3/2024,000009939,Upgraded,26/3/2024,Premium Economy,26,1
PA007,24/3/2024,000000448,Booked,24/1/2024,Economy,27,5
PA007,24/3/2024,000000448,Seat Changed,19/2/2024,Economy,38,2
PA007,24/3/2024,000000448,Upgraded,22/3/2024,Premium Economy,25,5
PA007,24/3/2024,000000541,Booked,13/2/2024,Business,17,3
PA007,24/3/2024,000000541,Seat Changed,22/2/2024,Business,9,2
PA007,24/3/2024,000000541,Seat Changed,7/3/2024,Business,18,1
PA007,24/3/2024,000000541,Cancelled,19/3/2024,,,
PA007,24/3/2024,000000797,Booked,7/2/2024,First,3,1
PA007,24/3/2024,000000797,Seat Changed,23/3/2024,First,4,1
PA007,24/3/2024,000001215,Booked,18/12/2023,Economy,29,7
PA007,24/3/2024,000001215,Cancelled,29/12/2023,,,
PA007,24/3/2024,000001246,Booked,16/2/2024,First,1,1
PA007,24/3/2024,000001298,Booked,4/2/2024,First,7,2
PA007,24/3/2024,000001506,Booked,28/12/2023,Economy,41,7
PA007,24/3/2024,000001506,Upgraded,14/1/2024,Premium Economy,25,6
PA007,24/3/2024,000001710,Booked,16/1/2024,First,1,1
PA007,24/3/2024,000001710,Seat Changed,28/1/2024,First,4,3
PA007,24/3/2024,000001710,Cancelled,26/2/2024,,,
PA007,24/3/2024,000001743,Booked,6/1/2024,First,2,3
PA007,24/3/2024,000001743,Seat Changed,6/2/2024,First,4,1
PA007,24/3/2024,000001743,Seat Changed,14/2/2024,First,4,3
PA007,24/3/2024,000001808,Booked,5/2/2024,Economy,38,5
PA007,24/3/2024,000001808,Upgraded,3/3/2024,Premium Economy,22,6
PA007,24/3/2024,000002240,Booked,2/2/2024,Economy,29,7
PA007,24/3/2024,000002240,Cancelled,27/2/2024,,,
PA007,24/3/2024,000002277,Booked,17/2/2024,Business,10,3
PA007,24/3/2024,000002277,Seat Changed,19/3/2024,Business,9,4
PA007,24/3/2024,000002322,Booked,14/1/2024,First,8,2
PA007,24/3/2024,000002322,Seat Changed,7/2/2024,First,1,4
PA007,24/3/2024,000002371,Booked,21/2/2024,First,1,3
PA007,24/3/2024,000002681,Booked,13/2/2024,First,3,3
PA007,24/3/2024,000002775,Booked,5/1/2024,First,2,2
PA007,24/3/2024,000002775,Seat Changed,25/1/2024,First,5,4
PA007,24/3/2024,000003381,Booked,14/12/2023,First,6,2
PA007,24/3/2024,000003530,Booked,18/2/2024,First,7,2
PA007,24/3/2024,000003530,Seat Changed,2/3/2024,First,8,3
PA007,24/3/2024,000003530,Seat Changed,17/3/2024,First,4,4
PA007,24/3/2024,000003566,Booked,10/2/2024,Economy,41,9
PA007,24/3/2024,000003566,Seat Changed,28/2/2024,Economy,37,3
PA007,24/3/2024,000003566,Upgraded,7/3/2024,Premium Economy,20,7
PA007,24/3/2024,000003586,Booked,7/2/2024,First,6,3
PA007,24/3/2024,000003586,Seat Changed,7/3/2024,First,8,3
PA007,24/3/2024,000003642,Booked,21/2/2024,First,1,4
PA007,24/3/2024,000003642,Seat Changed,12/3/2024,First,3,4
PA007,24/3/2024,000003680,Booked,7/1/2024,First,5,3
PA007,24/3/2024,000003680,Seat Changed,25/1/2024,First,3,1
PA007,24/3/2024,000003680,Seat Changed,25/2/2024,First,7,2
PA007,24/3/2024,000003734,Booked,19/1/2024,First,7,2
PA007,24/3/2024,000003860,Booked,28/12/2023,Business,18,1
PA007,24/3/2024,000003860,Upgraded,14/1/2024,First,1,3
PA007,24/3/2024,000003882,Booked,1/1/2024,First,7,4
PA007,24/3/2024,000003964,Booked,27/11/2023,First,6,3
PA007,24/3/2024,000004227,Booked,16/2/2024,First,4,2
PA007,24/3/2024,000004227,Cancelled,18/3/2024,,,
PA007,24/3/2024,000004228,Booked,30/11/2023,Business,13,1
PA007,24/3/2024,000004228,Cancelled,16/12/2023,,,
PA007,24/3/2024,000004481,Booked,30/1/2024,Economy,40,4
PA007,24/3/2024,000004481,Seat Changed,21/2/2024,Economy,37,6
PA007,24/3/2024,000004481,Seat Changed,5/3/2024,Economy,37,2
PA007,24/3/2024,000004617,Booked,22/2/2024,Economy,29,10
PA007,24/3/2024,000004617,Seat Changed,16/3/2024,Economy,32,7
PA007,24/3/2024,000004887,Booked,19/2/2024,First,3,2
PA007,24/3/2024,000004887,Cancelled,9/3/2024,,,
PA007,24/3/2024,000004955,Booked,15/2/2024,Business,12,3
PA007,24/3/2024,000004955,Seat Changed,29/2/2024,Business,11,3
PA007,24/3/2024,000004955,Seat Changed,24/3/2024,Business,11,1
PA007,24/3/2024,000005237,Booked,4/2/2024,Business,10,1
PA007,24/3/2024,000005237,Seat Changed,18/2/2024,Business,15,2
PA007,24/3/2024,000005237,Seat Changed,4/3/2024,Business,17,4
PA007,24/3/2024,000005424,Booked,14/1/2024,Economy,37,2
PA007,24/3/2024,000005424,Seat Changed,22/1/2024,Economy,40,6
PA007,24/3/2024,000005424,Seat Changed,24/2/2024,Economy,38,10
PA007,24/3/2024,000005545,Booked,2/2/2024,Business,18,3
PA007,24/3/2024,000005545,Seat Changed,6/3/2024,Business,11,3
PA007,24/3/2024,000005589,Booked,9/12/2023,Business,17,3
PA007,24/3/2024,000005589,Upgraded,16/12/2023,First,3,3
PA007,24/3/2024,000005589,Cancelled,12/1/2024,,,
PA007,24/3/2024,000005657,Booked,13/12/2023,Economy,39,10
PA007,24/3/2024,000005657,Upgraded,1/1/2024,Premium Economy,21,5
PA007,24/3/2024,000005705,Booked,30/11/2023,Business,9,1
PA007,24/3/2024,000005705,Seat Changed,19/12/2023,Business,18,2
PA007,24/3/2024,000005986,Booked,14/1/2024,Economy,35,6
PA007,24/3/2024,000005986,Upgraded,12/2/2024,Premium Economy,19,6
PA007,24/3/2024,000005986,Upgraded,19/2/2024,Business,17,3
PA007,24/3/2024,000005986,Seat Changed,26/2/2024,Business,11,4
PA007,24/3/2024,000006212,Booked,11/2/2024,First,1,3
PA007,24/3/2024,000006212,Seat Changed,19/3/2024,First,7,3
PA007,24/3/2024,000006296,Booked,15/2/2024,First,3,4
PA007,24/3/2024,000006460,Booked,2/2/2024,Economy,32,9
PA007,24/3/2024,000006460,Seat Changed,18/2/2024,Economy,31,8
PA007,24/3/2024,000006460,Seat Changed,9/3/2024,Economy,34,7
PA007,24/3/2024,000006548,Booked,27/12/2023,Business,14,2
PA007,24/3/2024,000006823,Booked,27/11/2023,Economy,34,10
PA007,24/3/2024,000006823,Seat Changed,23/12/2023,Economy,40,8
PA007,24/3/2024,000006990,Booked,11/1/2024,First,3,2
PA007,24/3/2024,000006990,Seat Changed,29/1/2024,First,4,3
PA007,24/3/2024,000006990,Seat Changed,21/2/2024,First,8,2
PA007,24/3/2024,000006990,Cancelled,4/3/2024,,,
PA007,24/3/2024,000007182,Booked,17/1/2024,First,4,1
PA007,24/3/2024,000007182,Seat Changed,11/2/2024,First,7,2
PA007,24/3/2024,000007389,Booked,27/11/2023,First,8,2
PA007,24/3/2024,000007389,Seat Changed,3/1/2024,First,8,4
PA007,24/3/2024,000007622,Booked,25/11/2023,First,4,3
PA007,24/3/2024,000007622,Seat Changed,7/12/2023,First,7,1
PA007,24/3/2024,000007719,Booked,29/12/2023,Economy,28,7
PA007,24/3/2024,000007719,Upgraded,27/1/2024,Premium Economy,20,3
