StaffID,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
2807,7384.00,7605.52,7833.69,7912.02,7991.14,8230.88,8230.88,8477.80,8647.36,8820.31,8820.31,9084.92
1370,13808.00,13946.08,14085.54,14508.11,14653.19,15092.78,15092.78,15545.57,15701.02,16172.05,16172.05,16495.49
1514,6268.00,6268.00,6456.04,6456.04,6585.16,6716.86,6851.20,6919.71,7127.30,7198.58,7414.54,7562.83
2310,1516.00,1546.32,1561.78,1593.02,1593.02,1593.02,1640.81,1657.22,1706.93,1741.07,1775.89,1829.17
1960,2790.00,2873.70,2902.44,2960.49,2960.49,2960.49,3019.70,3080.09,3172.49,3267.67,3300.34,3366.35
1721,10374.00,10374.00,10374.00,10581.48,10898.92,10898.92,10898.92,10898.92,11007.91,11338.15,11451.53,11451.53
1032,6588.00,6719.76,6719.76,6786.96,6854.83,6854.83,6923.38,7061.84,7061.84,7061.84,7132.46,7203.79
2492,3534.00,3534.00,3640.02,3749.22,3861.70,3938.93,3978.32,4097.67,4097.67,4097.67,4097.67,4179.62
1612,3528.00,3528.00,3563.28,3670.18,3743.58,3781.02,3894.45,3894.45,4011.28,4051.39,4091.91,4132.83
2698,8850.00,8850.00,8938.50,9027.89,9118.16,9209.35,9301.44,9394.45,9582.34,9773.99,9773.99,9969.47
1173,5843.00,5901.43,6019.46,6079.65,6079.65,6079.65,6262.04,6449.90,6449.90,6578.90,6644.69,6644.69
2549,8192.00,8192.00,8355.84,8439.40,8523.79,8609.03,8781.21,8781.21,8869.02,9135.09,9135.09,9317.80
2389,12619.00,12997.57,13127.55,13521.37,13521.37,13927.01,14344.82,14488.27,14778.04,14778.04,14925.82,14925.82
2119,7810.00,8044.30,8124.74,8368.49,8368.49,8452.17,8621.21,8707.43,8881.57,8970.39,8970.39,8970.39
1613,14956.00,15255.12,15712.77,16184.16,16184.16,16669.68,16669.68,17003.08,17003.08,17173.11,17173.11,17173.11
2064,5670.00,5670.00,5670.00,5840.10,5840.10,6015.30,6195.76,6319.68,6446.07,6639.45,6838.64,6838.64
2569,1559.00,1605.77,1621.83,1621.83,1670.48,1720.60,1755.01,1772.56,1808.01,1844.17,1881.05,1937.49
1911,8828.00,9004.56,9274.70,9274.70,9460.19,9744.00,10036.32,10136.68,10339.41,10546.20,10862.59,11188.47
1032,14934.00,15232.68,15689.66,15846.56,15846.56,16321.95,16811.61,17147.84,17319.32,17838.90,17838.90,18374.07
2976,12227.00,12471.54,12845.69,13102.60,13495.68,13630.63,13630.63,13903.25,13903.25,13903.25,13903.25,14042.28
1847,3262.00,3294.62,3294.62,3393.46,3495.26,3600.12,3636.12,3636.12,3636.12,3672.48,3782.66,3858.31
2480,9219.00,9403.38,9685.48,9685.48,9685.48,9782.34,9977.98,10077.76,10279.32,10587.70,10799.45,10799.45
2696,6870.00,7076.10,7146.86,7218.33,7290.51,7436.32,7659.41,7889.20,8046.98,8046.98,8127.45,8371.27
1595,9651.00,9651.00,9651.00,9844.02,9942.46,10240.73,10343.14,10653.44,10866.50,11192.50,11304.42,11530.51
1092,8065.00,8306.95,8473.09,8473.09,8727.28,8814.55,8902.70,9169.78,9444.87,9444.87,9633.77,9922.79
1757,11949.00,11949.00,12187.98,12309.86,12432.96,12557.29,12934.01,13192.69,13324.61,13324.61,13591.11,13727.02
2746,10283.00,10283.00,10283.00,10283.00,10283.00,10488.66,10698.43,10912.40,11021.53,11131.74,11131.74,11243.06
2948,1742.00,1794.26,1794.26,1830.15,1866.75,1885.42,1923.12,1961.59,1961.59,2020.43,2060.84,2102.06
1530,1599.00,1630.98,1647.29,1647.29,1663.76,1697.04,1714.01,1765.43,1818.39,1872.94,1872.94,1872.94
1501,14594.00,14594.00,14594.00,14739.94,14739.94,15034.74,15485.78,15950.35,15950.35,16269.36,16594.75,16926.64
2872,8760.00,9022.80,9293.48,9479.35,9574.15,9669.89,9669.89,9669.89,9959.99,10159.19,10463.96,10463.96
2381,1091.00,1091.00,1112.82,1123.95,1146.43,1146.43,1146.43,1169.36,1204.44,1204.44,1204.44,1228.53
1313,13320.00,13320.00,13586.40,13993.99,13993.99,14273.87,14416.61,14849.11,14997.60,15147.58,15602.00,15758.02
2345,13548.00,13818.96,13818.96,14095.34,14095.34,14236.29,14521.02,14521.02,14666.23,14666.23,14666.23,15106.22
2927,9902.00,10001.02,10101.03,10101.03,10101.03,10202.04,10508.10,10718.26,10932.63,11041.96,11152.37,11152.37
1912,11603.00,11719.03,11836.22,11836.22,11954.58,11954.58,11954.58,12193.67,12437.55,12686.30,12686.30,13066.89
1239,14092.00,14092.00,14514.76,14514.76,14514.76,14659.91,14953.11,15252.17,15252.17,15709.73,15866.83,16342.84
1768,3216.00,3280.32,3345.93,3379.39,3480.77,3585.19,3585.19,3692.75,3803.53,3841.56,3841.56,3879.98
1248,7375.00,7375.00,7522.50,7748.18,7980.62,8060.43,8060.43,8141.03,8141.03,8385.26,8636.82,8809.56
2152,4561.00,4561.00,4652.22,4652.22,4698.74,4745.73,4745.73,4745.73,4793.19,4793.19,4841.12,4937.94
2482,8673.00,8759.73,8847.33,9024.27,9295.00,9295.00,9573.85,9861.07,10156.90,10360.04,10463.64,10672.91
1672,14610.00,14756.10,14903.66,15350.77,15350.77,15657.79,15657.79,15657.79,15814.36,15972.51,16132.23,16616.20
1010,8260.00,8507.80,8763.03,9025.93,9025.93,9206.44,9390.57,9484.48,9769.01,9769.01,9769.01,10062.08
2798,2610.00,2636.10,2715.18,2715.18,2796.64,2880.54,2938.15,2967.53,2997.21,2997.21,3057.15,3057.15
1642,5869.00,5927.69,6046.24,6106.71,6228.84,6291.13,6291.13,6291.13,6354.04,6481.12,6675.55,6809.07
2588,3697.00,3733.97,3733.97,3733.97,3771.31,3846.74,3885.20,3962.91,4002.54,4122.61,4163.84,4288.75
1728,5078.00,5179.56,5283.15,5283.15,5441.65,5496.06,5605.98,5605.98,5774.16,5774.16,5947.39,5947.39
1674,14748.00,14895.48,14895.48,15342.34,15649.19,15805.68,15805.68,15805.68,16279.85,16768.25,17103.61,17274.65
2184,11950.00,12308.50,12677.76,12677.76,12677.76,13058.09,13188.67,13452.44,13452.44,13721.49,13721.49,14133.14
1638,14910.00,14910.00,15208.20,15360.28,15360.28,15821.09,16137.51,16298.89,16624.87,16624.87,17123.61,17466.08
2212,4644.00,4690.44,4690.44,4831.15,4927.78,4977.05,5076.60,5178.13,5229.91,5229.91,5229.91,5282.21
2092,8342.00,8508.84,8679.02,8852.60,9029.65,9300.54,9300.54,9393.54,9581.41,9677.23,9870.77,10166.90
2343,3254.00,3319.08,3385.46,3385.46,3487.03,3591.64,3663.47,3773.37,3811.11,3849.22,3849.22,3926.20
1368,3504.00,3574.08,3645.56,3682.02,3718.84,3756.03,3868.71,3984.77,4024.62,4145.35,4145.35,4269.71
2726,9428.00,9710.84,10002.17,10202.21,10202.21,10508.27,10508.27,10613.36,10719.49,11041.08,11261.90,11487.14
2891,3348.00,3414.96,3483.26,3483.26,3518.09,3623.63,3696.11,3733.07,3807.73,3921.96,4000.40,4000.40
2004,14081.00,14081.00,14503.43,14648.46,14941.43,15090.85,15090.85,15090.85,15543.57,15543.57,15699.01,16012.99
2282,5917.00,6035.34,6095.69,6278.56,6404.14,6404.14,6532.22,6532.22,6532.22,6728.18,6862.75,6931.38
1875,7295.00,7513.85,7739.27,7816.66,7816.66,7972.99,8212.18,8458.55,8712.30,8973.67,9063.41,9063.41
2958,9144.00,9235.44,9327.79,9327.79,9327.79,9327.79,9514.35,9609.49,9897.78,9897.78,9996.76,10096.72
2687,3676.00,3749.52,3749.52,3862.01,3977.87,3977.87,4017.64,4138.17,4262.32,4262.32,4304.94,4347.99
1515,1904.00,1904.00,1923.04,1961.50,2000.73,2000.73,2000.73,2060.75,2081.36,2122.99,2144.22,2165.66
1846,2377.00,2448.31,2472.79,2546.98,2623.39,2623.39,2649.62,2729.11,2756.40,2811.53,2811.53,2839.64
2228,1931.00,1931.00,1931.00,1931.00,1931.00,1988.93,2028.71,2069.28,2110.67,2110.67,2173.99,2195.73
1815,1670.00,1686.70,1686.70,1703.57,1703.57,1737.64,1772.39,1772.39,1825.56,1843.82,1843.82,1862.26
1459,10113.00,10214.13,10418.41,10418.41,10626.78,10626.78,10626.78,10733.05,10733.05,11055.04,11276.14,11614.43
2004,11382.00,11723.46,11957.93,11957.93,12077.51,12319.06,12319.06,12688.63,12942.40,13330.68,13597.29,14005.21
2241,4321.00,4450.63,4450.63,4495.14,4495.14,4629.99,4722.59,4864.27,4961.55,5011.17,5061.28,5213.12
2703,10439.00,10543.39,10543.39,10859.69,10968.29,11297.34,11636.26,11868.98,12106.36,12348.49,12595.46,12721.41
1325,9695.00,9791.95,9889.87,10087.67,10188.54,10392.31,10496.24,10601.20,10707.21,10814.28,11030.57,11140.88
1587,7927.00,8164.81,8246.46,8328.92,8328.92,8328.92,8495.50,8580.46,8837.87,8837.87,8926.25,9194.04
1142,12571.00,12696.71,13077.61,13339.16,13339.16,13339.16,13472.56,13876.73,14015.50,14015.50,14295.81,14438.77
1357,3710.00,3747.10,3784.57,3898.11,3976.07,4095.35,4218.21,4260.40,4345.60,4345.60,4475.97,4520.73
1692,6869.00,6869.00,6869.00,7075.07,7216.57,7216.57,7360.90,7360.90,7508.12,7658.28,7811.45,8045.79
1258,8415.00,8583.30,8754.97,8930.07,9108.67,9108.67,9381.93,9663.38,9663.38,9663.38,9856.65,9955.22
2723,1023.00,1023.00,1023.00,1023.00,1043.46,1043.46,1053.89,1085.51,1107.22,1129.37,1151.95,1151.95
2101,9316.00,9409.16,9503.25,9693.32,9790.25,9790.25,9986.05,9986.05,10085.92,10287.63,10390.51,10390.51
2846,12640.00,13019.20,13279.58,13545.18,13816.08,14230.56,14230.56,14230.56,14657.48,14804.05,15100.13,15402.14
2584,2577.00,2654.31,2733.94,2733.94,2815.96,2900.44,2929.44,3017.32,3017.32,3107.84,3170.00,3265.10
2539,5499.00,5608.98,5721.16,5721.16,5892.79,5951.72,6011.24,6191.58,6377.32,6377.32,6377.32,6504.87
2261,2156.00,2199.12,2243.10,2265.53,2288.19,2288.19,2311.07,2357.29,2380.86,2380.86,2380.86,2452.29
2413,8541.00,8797.23,8797.23,8885.20,8885.20,8974.05,9063.79,9063.79,9154.43,9337.52,9337.52,9337.52
2213,4189.00,4189.00,4272.78,4358.24,4358.24,4401.82,4489.85,4579.65,4671.24,4717.96,4717.96,4859.50
2465,5867.00,6043.01,6163.87,6225.51,6287.76,6287.76,6476.40,6670.69,6670.69,6804.10,7008.23,7078.31
1747,1409.00,1451.27,1480.30,1524.70,1539.95,1539.95,1570.75,1586.46,1634.05,1650.39,1699.90,1733.90
2187,3003.00,3033.03,3063.36,3124.63,3124.63,3124.63,3218.37,3218.37,3314.92,3381.22,3415.03,3449.18
1442,4395.00,4482.90,4617.39,4709.73,4851.03,4996.56,5046.52,5096.99,5198.93,5354.90,5515.54,5515.54
2131,14580.00,14580.00,15017.40,15467.92,15467.92,15931.96,16091.28,16574.02,17071.24,17241.95,17759.21,18291.99
2192,11575.00,11575.00,11806.50,12042.63,12042.63,12403.91,12776.03,13159.31,13422.49,13556.72,13963.42,14103.05
2336,7913.00,8071.26,8071.26,8232.69,8315.01,8481.31,8650.94,8910.47,8999.57,8999.57,9269.56,9454.95
2155,11825.00,12179.75,12179.75,12179.75,12179.75,12423.35,12423.35,12671.81,12798.53,13182.49,13182.49,13577.96
1597,10819.00,10927.19,11036.46,11036.46,11146.83,11146.83,11146.83,11369.76,11369.76,11597.16,11597.16,11597.16
2516,14259.00,14401.59,14833.64,15278.65,15431.43,15585.75,15585.75,15741.61,16213.85,16213.85,16375.99,16375.99
1255,5079.00,5079.00,5180.58,5284.19,5442.72,5442.72,5551.57,5551.57,5607.09,5663.16,5663.16,5663.16
2708,8054.00,8054.00,8054.00,8295.62,8378.58,8378.58,8378.58,8462.36,8631.61,8890.56,9068.37,9249.74
2376,8847.00,9112.41,9385.78,9667.36,9667.36,9764.03,9764.03,9959.31,10158.50,10260.08,10260.08,10567.88
1272,6570.00,6570.00,6767.10,6834.77,7039.81,7180.61,7396.03,7543.95,7543.95,7543.95,7619.39,7771.78
1175,11658.00,11658.00,12007.74,12247.89,12492.85,12742.71,12742.71,12870.14,12998.84,12998.84,12998.84,13258.81
2224,4004.00,4084.08,4206.60,4248.67,4333.64,4463.65,4552.92,4552.92,4598.45,4644.44,4783.77,4927.28
1414,10347.00,10450.47,10659.48,10872.67,11090.12,11090.12,11422.83,11537.05,11883.17,12120.83,12120.83,12242.04
2942,2645.00,2697.90,2778.84,2862.20,2919.45,2948.64,3007.61,3097.84,3128.82,3222.68,3319.37,3418.95
1394,10106.00,10409.18,10721.46,10935.88,11154.60,11377.69,11491.47,11606.39,11838.51,12075.28,12196.04,12318.00
2995,10672.00,10672.00,10672.00,10778.72,10994.29,11104.24,11437.36,11437.36,11551.74,11782.77,11782.77,11782.77
1057,5911.00,5911.00,6029.22,6029.22,6210.10,6210.10,6396.40,6460.36,6524.97,6524.97,6655.47,6722.02
1442,9207.00,9299.07,9392.06,9579.90,9867.30,9965.97,10165.29,10368.60,10679.66,11000.04,11330.05,11556.65
2444,13944.00,14362.32,14505.94,14651.00,14797.51,14797.51,15093.46,15546.27,15701.73,15858.75,15858.75,15858.75
2173,7992.00,8071.92,8071.92,8314.08,8563.50,8820.40,8996.81,9176.75,9452.05,9452.05,9546.57,9832.97
1106,6382.00,6382.00,6382.00,6445.82,6574.74,6640.48,6839.70,6839.70,7044.89,7185.79,7185.79,7329.50
1588,2053.00,2053.00,2114.59,2156.88,2221.59,2243.80,2243.80,2266.24,2334.23,2357.57,2404.72,2476.86
1892,5489.00,5489.00,5543.89,5654.77,5711.32,5882.65,6000.31,6180.32,6303.92,6493.04,6493.04,6557.97
1828,12780.00,13035.60,13426.67,13829.47,14244.35,14386.80,14674.53,14674.53,15114.77,15114.77,15417.06,15417.06
1139,14479.00,14479.00,14913.37,14913.37,14913.37,15360.77,15667.99,16138.03,16299.41,16788.39,17124.16,17466.64
1933,8132.00,8132.00,8375.96,8543.48,8714.35,8975.78,8975.78,9065.54,9246.85,9246.85,9524.25,9809.98
1549,5853.00,6028.59,6088.88,6271.54,6459.69,6653.48,6720.01,6787.21,6990.83,7060.74,7131.35,7273.97
2545,12520.00,12770.40,13025.81,13416.58,13416.58,13819.08,14095.46,14377.37,14664.92,14664.92,14811.57,15107.80
1998,3102.00,3133.02,3164.35,3164.35,3164.35,3227.64,3227.64,3227.64,3259.91,3357.71,3357.71,3391.29
2536,5257.00,5309.57,5309.57,5362.67,5362.67,5362.67,5469.92,5524.62,5579.86,5691.46,5862.21,5979.45
2853,6697.00,6697.00,6897.91,6897.91,6897.91,7104.85,7317.99,7537.53,7688.28,7918.93,8077.31,8238.86
2226,8266.00,8513.98,8599.12,8857.09,9034.24,9124.58,9215.82,9400.14,9682.14,9875.79,10172.06,10273.78
2977,12780.00,12907.80,13036.88,13427.98,13696.54,13970.47,14389.59,14533.49,14533.49,14969.49,14969.49,15119.18
2507,14613.00,14759.13,14906.72,14906.72,14906.72,15055.79,15507.46,15817.61,15817.61,15975.79,15975.79,16455.06
1927,7754.00,7831.54,7909.86,8068.05,8068.05,8310.09,8393.20,8393.20,8393.20,8644.99,8904.34,9082.43
2549,3119.00,3212.57,3276.82,3342.36,3375.78,3443.30,3546.60,3582.06,3653.70,3690.24,3727.14,3764.41
1645,11066.00,11287.32,11400.19,11514.20,11629.34,11861.92,12217.78,12584.31,12710.16,12710.16,12964.36,12964.36
2921,1994.00,2013.94,2054.22,2054.22,2115.85,2115.85,2115.85,2179.32,2244.70,2244.70,2312.04,2312.04
2396,3763.00,3875.89,3914.65,4032.09,4112.73,4112.73,4194.98,4236.93,4279.30,4364.89,4495.84,4495.84
2570,8623.00,8881.69,8970.51,9060.21,9332.02,9518.66,9804.22,9804.22,10098.35,10199.33,10301.32,10507.35
2499,5162.00,5162.00,5213.62,5265.76,5318.41,5424.78,5424.78,5479.03,5479.03,5479.03,5479.03,5643.40
2638,4203.00,4245.03,4287.48,4287.48,4330.36,4460.27,4460.27,4460.27,4504.87,4640.01,4686.41,4827.01
2427,3262.00,3327.24,3327.24,3393.78,3461.66,3496.28,3566.20,3637.53,3637.53,3637.53,3746.65,3746.65
2434,11994.00,11994.00,12113.94,12356.22,12356.22,12356.22,12356.22,12726.91,13108.71,13501.97,13501.97,13636.99
2623,13720.00,13994.40,14274.29,14702.52,14849.54,15146.53,15600.93,16068.96,16229.65,16229.65,16391.94,16555.86
1915,9170.00,9445.10,9539.55,9730.34,9924.95,10222.70,10222.70,10529.38,10845.26,10845.26,10953.71,10953.71
2658,3760.00,3872.80,3950.26,3989.76,4029.66,4150.55,4192.05,4192.05,4317.81,4404.17,4448.21,4448.21
1797,10344.00,10447.44,10656.39,10762.95,10870.58,11196.70,11532.60,11647.93,11764.41,11999.69,12239.69,12606.88
1455,6644.00,6843.32,6911.75,7119.11,7332.68,7479.33,7628.92,7781.50,7781.50,7937.13,8175.24,8338.75
1282,14240.00,14382.40,14813.87,15110.15,15261.25,15261.25,15261.25,15719.09,16190.66,16676.38,16843.14,16843.14
1681,6964.00,7103.28,7316.38,7316.38,7316.38,7316.38,7462.71,7611.96,7688.08,7764.96,7997.91,8237.85
1639,2019.00,2059.38,2121.16,2121.16,2142.37,2206.64,2228.71,2273.28,2341.48,2411.73,2411.73,2435.85
1375,6794.00,6997.82,7207.75,7351.91,7351.91,7572.47,7723.92,7955.63,8035.19,8035.19,8195.89,8277.85
1092,6578.00,6775.34,6978.60,7118.17,7189.35,7189.35,7189.35,7189.35,7405.03,7553.14,7553.14,7704.20
1585,4175.00,4175.00,4300.25,4343.25,4473.55,4563.02,4699.91,4699.91,4793.91,4841.85,4841.85,4890.27
2459,13789.00,14064.78,14205.43,14631.59,14631.59,14631.59,14777.91,14925.69,15074.94,15225.69,15682.46,15682.46
2328,4667.00,4713.67,4760.81,4903.63,4952.67,5051.72,5051.72,5102.24,5204.28,5308.37,5308.37,5308.37
2427,12895.00,12895.00,13281.85,13680.31,13680.31,13680.31,13953.91,13953.91,14093.45,14093.45,14516.25,14806.58
1681,11532.00,11762.64,12115.52,12357.83,12357.83,12604.99,12983.14,13242.80,13507.65,13507.65,13507.65,13912.88
2511,9943.00,10241.29,10548.53,10548.53,10759.50,10867.09,10867.09,10867.09,10867.09,11193.11,11193.11,11193.11
2980,14633.00,14779.33,14927.12,14927.12,15374.94,15528.69,15839.26,15997.65,16157.63,16157.63,16642.36,16808.78
2557,4582.00,4582.00,4719.46,4766.65,4766.65,4766.65,4861.99,4910.61,5057.93,5209.66,5313.86,5313.86
1983,1553.00,1553.00,1584.06,1584.06,1615.74,1648.06,1648.06,1664.54,1681.18,1697.99,1748.93,1748.93
2677,9374.00,9467.74,9657.09,9946.81,10046.28,10046.28,10146.74,10349.67,10453.17,10662.23,10982.10,10982.10
1023,6867.00,7073.01,7214.47,7214.47,7214.47,7358.76,7505.93,7505.93,7505.93,7580.99,7808.42,7886.51
2048,12976.00,13235.52,13500.23,13770.24,14045.64,14186.10,14611.68,14757.80,15052.95,15354.01,15354.01,15814.63
1296,11389.00,11616.78,11732.95,11850.28,11850.28,12087.28,12087.28,12208.16,12574.40,12574.40,12574.40,12951.63
1888,11389.00,11616.78,11616.78,11732.95,11967.61,11967.61,11967.61,12206.96,12329.03,12698.90,12698.90,13079.87
2149,4951.00,4951.00,4951.00,5099.53,5252.52,5252.52,5410.09,5410.09,5572.39,5683.84,5683.84,5854.36
1787,11720.00,12071.60,12313.03,12682.42,12809.25,13065.43,13065.43,13196.09,13591.97,13727.89,14002.45,14002.45
1803,3342.00,3342.00,3442.26,3511.11,3511.11,3616.44,3724.93,3799.43,3875.42,3875.42,3914.17,3953.31
2543,4408.00,4452.08,4452.08,4585.64,4585.64,4585.64,4677.36,4677.36,4770.90,4818.61,4866.80,4866.80
2923,7089.00,7301.67,7520.72,7746.34,7901.27,8138.31,8219.69,8219.69,8301.89,8301.89,8467.92,8467.92
2676,11204.00,11428.08,11656.64,11773.21,12008.67,12248.85,12493.82,12868.64,12868.64,12997.32,12997.32,13387.24
2952,9561.00,9656.61,9656.61,9849.74,9849.74,10145.23,10348.14,10658.58,10765.17,10872.82,11199.01,11422.99
1328,9740.00,10032.20,10333.17,10436.50,10749.59,10964.58,11183.88,11407.55,11407.55,11635.70,11868.42,12224.47
1369,5067.00,5117.67,5117.67,5220.02,5272.22,5430.39,5484.69,5484.69,5539.54,5705.73,5819.84,5936.24
2580,9700.00,9797.00,10090.91,10090.91,10292.73,10601.51,10813.54,10921.68,11030.89,11030.89,11141.20,11475.44
2140,14300.00,14443.00,14731.86,15026.50,15327.03,15480.30,15789.90,15789.90,15789.90,15947.80,16426.24,16590.50
1000,13416.00,13550.16,13685.66,13822.52,13960.74,14239.96,14667.16,14960.50,15110.11,15110.11,15261.21,15413.82
2417,13460.00,13729.20,14003.78,14003.78,14423.90,14423.90,14856.61,15302.31,15302.31,15302.31,15455.34,15919.00
2205,9168.00,9443.04,9631.90,9920.86,10218.48,10422.85,10422.85,10422.85,10422.85,10631.31,10950.25,11169.25
2189,1884.00,1902.84,1921.87,1941.09,1941.09,1941.09,1941.09,1979.91,2039.31,2059.70,2100.89,2100.89
1272,14482.00,14916.46,15214.79,15519.08,15519.08,15984.66,16304.35,16630.44,17129.35,17129.35,17643.23,18172.53
1479,12122.00,12122.00,12364.44,12735.37,12735.37,12990.08,13119.98,13119.98,13251.18,13516.20,13651.37,13651.37
2024,4747.00,4794.47,4938.30,5086.45,5188.18,5188.18,5188.18,5343.83,5343.83,5450.70,5505.21,5505.21
1928,14399.00,14542.99,14979.28,15428.66,15582.94,15738.77,15896.16,15896.16,16373.05,16536.78,16867.51,16867.51
1738,8284.00,8366.84,8534.18,8619.52,8705.71,8792.77,8792.77,8968.63,9148.00,9239.48,9424.27,9518.51
2510,5762.00,5819.62,5819.62,5819.62,5994.21,5994.21,6114.09,6114.09,6297.52,6360.49,6424.10,6424.10
2129,11670.00,11670.00,11903.40,12022.43,12022.43,12142.66,12385.51,12633.22,12633.22,12885.89,13272.46,13272.46
2359,6193.00,6316.86,6506.37,6701.56,6902.60,7109.68,7251.88,7251.88,7469.43,7544.13,7544.13,7619.57
2939,12112.00,12112.00,12112.00,12233.12,12233.12,12355.45,12479.01,12853.38,12981.91,13111.73,13373.96,13507.70
2569,7311.00,7311.00,7530.33,7756.24,7833.80,7912.14,8070.38,8151.09,8232.60,8314.92,8398.07,8482.05
1909,3747.00,3821.94,3936.60,3936.60,3975.96,3975.96,3975.96,3975.96,4055.48,4055.48,4136.59,4177.96
2794,4594.00,4639.94,4732.74,4827.39,4827.39,4972.22,5071.66,5071.66,5122.38,5173.60,5277.07,5277.07
1151,10064.00,10064.00,10365.92,10573.24,10890.44,11217.15,11441.49,11441.49,11441.49,11784.74,12138.28,12259.66
1603,14908.00,14908.00,14908.00,15057.08,15508.79,15508.79,15663.88,16133.80,16295.13,16783.99,17119.67,17290.87
2860,13671.00,13944.42,14223.31,14650.01,14943.01,15092.44,15545.21,15700.66,16171.68,16171.68,16656.83,16989.97
1138,11650.00,11883.00,12001.83,12121.85,12121.85,12121.85,12364.29,12735.21,12862.57,12991.19,13380.93,13514.74
2225,8176.00,8421.28,8505.49,8760.66,8848.26,9025.23,9295.99,9295.99,9295.99,9295.99,9388.95,9576.73
1547,9657.00,9753.57,10046.18,10347.56,10554.51,10871.15,10871.15,11088.57,11421.23,11649.65,11766.15,11766.15
1491,5173.00,5173.00,5328.19,5381.47,5542.92,5598.35,5710.31,5710.31,5824.52,5882.76,6000.42,6060.42
2056,4381.00,4512.43,4647.80,4694.28,4694.28,4835.11,4835.11,4835.11,4931.81,5030.45,5181.36,5233.17
1896,3773.00,3773.00,3886.19,3963.91,4003.55,4123.66,4123.66,4123.66,4206.13,4290.26,4290.26,4290.26
1050,2758.00,2758.00,2785.58,2841.29,2926.53,2985.06,3014.91,3075.21,3075.21,3136.71,3230.82,3230.82
2290,4553.00,4644.06,4644.06,4690.50,4831.22,4976.15,5125.44,5279.20,5331.99,5491.95,5601.79,5713.83
2129,6872.00,7078.16,7078.16,7290.50,7290.50,7290.50,7436.31,7510.68,7585.78,7661.64,7738.26,7815.64
2424,12534.00,12534.00,12534.00,12534.00,12659.34,12659.34,12785.93,12785.93,12785.93,13169.51,13432.90,13701.56
1222,10333.00,10436.33,10645.06,10645.06,10857.96,11075.12,11185.87,11185.87,11409.59,11409.59,11409.59,11751.87
1025,14239.00,14381.39,14381.39,14381.39,14525.20,14525.20,14525.20,14670.46,14817.16,15261.68,15719.53,16033.92
2349,14518.00,14953.54,15103.08,15405.14,15713.24,16184.64,16670.18,16836.88,17341.98,17341.98,17688.82,17688.82
2075,5027.00,5177.81,5229.59,5281.88,5281.88,5440.34,5494.74,5659.59,5829.37,5945.96,5945.96,5945.96
1602,8090.00,8332.70,8332.70,8332.70,8582.68,8668.51,8928.56,9017.85,9288.38,9474.15,9758.38,9758.38
2271,7907.00,8144.21,8144.21,8307.09,8556.31,8641.87,8814.71,8991.00,9170.82,9445.95,9634.87,9827.56
1246,10985.00,10985.00,11204.70,11316.75,11429.91,11658.51,11891.68,12129.52,12250.81,12618.34,12996.89,12996.89
1027,11442.00,11785.26,11785.26,11903.11,11903.11,12022.14,12022.14,12382.81,12382.81,12630.46,12756.77,13139.47
2250,10080.00,10382.40,10693.87,10800.81,10908.82,11127.00,11460.81,11690.02,11923.82,12043.06,12283.92,12652.44
1977,11235.00,11572.05,11572.05,11803.49,11803.49,11921.53,12040.74,12401.96,12525.98,12901.76,12901.76,13159.80
2835,3825.00,3901.50,3901.50,4018.55,4098.92,4221.88,4306.32,4435.51,4435.51,4524.22,4659.95,4706.55
2608,8829.00,8917.29,8917.29,9095.64,9277.55,9370.32,9370.32,9651.43,9747.95,9747.95,9747.95,9747.95
1323,5965.00,5965.00,6024.65,6205.39,6267.44,6392.79,6392.79,6584.58,6650.42,6849.93,6986.93,7126.67
2163,10542.00,10858.26,10966.84,10966.84,10966.84,11295.85,11634.72,11634.72,11867.42,11867.42,11986.09,12345.67
2130,7264.00,7264.00,7481.92,7481.92,7481.92,7556.74,7556.74,7707.87,7939.11,8177.28,8259.06,8506.83
2409,1519.00,1564.57,1580.22,1627.62,1676.45,1709.98,1761.28,1761.28,1814.12,1814.12,1868.54,1887.23
1797,7726.00,7726.00,7957.78,8196.51,8360.44,8360.44,8527.65,8698.21,8785.19,9048.74,9048.74,9320.21
2332,1537.00,1567.74,1567.74,1567.74,1567.74,1599.09,1615.09,1631.24,1631.24,1663.86,1713.78,1730.91
1497,10464.00,10673.28,10673.28,10673.28,10993.48,10993.48,11213.35,11325.48,11325.48,11325.48,11325.48,11438.74
1809,2373.00,2444.19,2444.19,2468.63,2542.69,2618.97,2618.97,2645.16,2698.06,2752.03,2752.03,2834.59
2094,9278.00,9556.34,9747.47,10039.89,10240.69,10547.91,10653.39,10759.92,10975.12,11194.62,11418.52,11646.89
1131,1961.00,2019.83,2019.83,2080.42,2080.42,2101.23,2164.27,2207.55,2273.78,2319.25,2388.83,2460.50
1307,4516.00,4516.00,4561.16,4697.99,4744.97,4744.97,4839.87,4936.67,4936.67,4986.04,5085.76,5136.62
2689,10213.00,10519.39,10519.39,10729.78,10944.37,10944.37,11163.26,11163.26,11163.26,11163.26,11274.89,11274.89
1286,1330.00,1356.60,1397.30,1411.27,1439.50,1468.29,1512.33,1527.46,1527.46,1542.73,1589.01,1604.90
1910,13207.00,13207.00,13339.07,13339.07,13739.24,14014.03,14154.17,14295.71,14295.71,14581.62,15019.07,15469.64
