City,Store,Store_ID,Category,Product_ID,Unit_Price,Quantity
Leeds,Leeds,10,Clothes,CL9572,38.69,32
London,Stratford,4,Clothes,CL6021,16.98,5
Birmingahm,Birmingham,8,Clothes,CL5168,30.35,16
Manchester,Trafford,5,Clothes,CL8171,2.42,5
Nottingham,Nottingham,9,Clothes,CL1394,43.25,47
Manchester,Salford,6,Clothes,CL3205,10.11,22
London,Richmond,3,Clothes,CL2292,46.52,19
London,Wembley,2,Clothes,CL7633,21.07,16
Leeds,Leeds,10,Clothes,CL3275,38.51,43
Manchester,Salford,6,Clothes,CL2430,29.38,48
Leeds,Leeds,10,Clothes,CL7906,14.2,1
Birmingahm,Birmingham,8,Clothes,CL8951,9.49,25
Nottingham,Nottingham,9,Clothes,CL5171,23.79,31
London,Oxford Street,1,Clothes,CL6650,47.67,39
Manchester,Trafford,5,Clothes,CL3882,15.07,39
Manchester,Chorlton,7,Clothes,CL3475,36.84,34
London,Richmond,3,Clothes,CL1284,6.29,13
London,Oxford Street,1,Clothes,CL7028,41.02,2
London,Oxford Street,1,Clothes,CL6337,14.26,21
London,Wembley,2,Clothes,CL4378,15.35,19
Manchester,Trafford,5,Clothes,CL1247,32.58,25
London,Stratford,4,Clothes,CL9635,27.99,34
Leeds,Leeds,10,Clothes,CL5140,1.81,23
Birmingahm,Birmingham,8,Clothes,CL3079,18.09,13
Manchester,Trafford,5,Clothes,CL0028,28.56,30
Manchester,Chorlton,7,Clothes,CL3818,6.79,31
London,Wembley,2,Clothes,CL6990,25.26,9
Manchester,Salford,6,Clothes,CL2674,48.5,33
Manchester,Trafford,5,Clothes,CL5115,42.29,37
Leeds,Leeds,10,Clothes,CL4593,34.57,23
Manchester,Salford,6,Clothes,CL2155,6.2,47
London,Richmond,3,Clothes,CL6054,13.01,42
Leeds,Leeds,10,Clothes,CL1592,26.68,20
Manchester,Trafford,5,Clothes,CL2080,10.72,42
Nottingham,Nottingham,9,Clothes,CL3321,18.06,15
Manchester,Salford,6,Clothes,CL5222,10.19,16
London,Oxford Street,1,Clothes,CL1168,33.19,29
London,Oxford Street,1,Clothes,CL6518,10.67,5
London,Stratford,4,Clothes,CL0346,9.57,14
Birmingahm,Birmingham,8,Clothes,CL4916,29.88,10
Manchester,Chorlton,7,Clothes,CL4020,47.92,38
Leeds,Leeds,10,Clothes,CL5675,25.39,35
Manchester,Chorlton,7,Clothes,CL3095,4.94,39
Manchester,Trafford,5,Clothes,CL4783,15.3,50
Leeds,Leeds,10,Clothes,CL8294,18.94,19
London,Stratford,4,Clothes,CL7663,24.6,39
Leeds,Leeds,10,Clothes,CL1390,22.1,39
Manchester,Chorlton,7,Clothes,CL1410,31.56,16
Leeds,Leeds,10,Clothes,CL9083,21.75,49
London,Stratford,4,Clothes,CL8608,37.57,5
London,Richmond,3,Clothes,CL6300,16.37,9
Birmingahm,Birmingham,8,Clothes,CL9729,5.45,12
London,Oxford Street,1,Clothes,CL3022,45.95,8
Birmingahm,Birmingham,8,Clothes,CL2847,4.95,16
Nottingham,Nottingham,9,Clothes,CL8033,23.09,7
London,Wembley,2,Clothes,CL0652,26.8,46
London,Stratford,4,Clothes,CL1235,4.83,26
London,Richmond,3,Clothes,CL8126,32.91,6
London,Richmond,3,Clothes,CL3484,26.07,47
London,Oxford Street,1,Clothes,CL1146,30.42,4
London,Wembley,2,Clothes,CL8530,2.73,40
London,Wembley,2,Clothes,CL3011,23.2,14
Birmingahm,Birmingham,8,Clothes,CL2224,46.19,38
Manchester,Salford,6,Clothes,CL7928,48.57,8
Leeds,Leeds,10,Clothes,CL7729,34.88,25
London,Oxford Street,1,Clothes,CL2409,34.37,45
London,Oxford Street,1,Clothes,CL2060,38.21,24
Nottingham,Nottingham,9,Clothes,CL2186,45.3,42
Leeds,Leeds,10,Clothes,CL0274,24.99,47
Manchester,Salford,6,Clothes,CL8498,45.49,26
London,Oxford Street,1,Clothes,CL7199,29.41,20
Manchester,Salford,6,Clothes,CL8040,12.26,21
Birmingahm,Birmingham,8,Clothes,CL6552,17.37,3
Manchester,Salford,6,Clothes,CL8241,8.83,10
Manchester,Salford,6,Clothes,CL7181,20.68,45
London,Oxford Street,1,Clothes,CL4430,28.73,16
London,Richmond,3,Clothes,CL1359,37.01,36
Nottingham,Nottingham,9,Clothes,CL6870,28.42,50
London,Wembley,2,Clothes,CL6331,16.51,9
Manchester,Chorlton,7,Clothes,CL4854,17.1,30
Manchester,Salford,6,Clothes,CL8255,11.18,11
Manchester,Salford,6,Clothes,CL1192,45.19,8
Leeds,Leeds,10,Clothes,CL2606,49.93,17
Manchester,Trafford,5,Clothes,CL1877,12.43,5
London,Oxford Street,1,Clothes,CL6275,46.5,5
Manchester,Chorlton,7,Clothes,CL5984,8.52,27
Leeds,Leeds,10,Clothes,CL9329,33.29,12
London,Oxford Street,1,Clothes,CL9704,7.06,19
Manchester,Salford,6,Clothes,CL8342,49.02,45
Leeds,Leeds,10,Clothes,CL8403,19.93,48
London,Oxford Street,1,Clothes,CL1565,32.04,2
London,Oxford Street,1,Clothes,CL1607,44.26,29
Birmingahm,Birmingham,8,Clothes,CL6903,18.8,25
Manchester,Trafford,5,Clothes,CL5743,30.3,17
Manchester,Trafford,5,Clothes,CL4768,27.5,23
Manchester,Chorlton,7,Clothes,CL1520,38.6,15
London,Oxford Street,1,Clothes,CL9177,20.53,40
London,Stratford,4,Clothes,CL3298,47.41,21
London,Richmond,3,Clothes,CL8338,19.96,9
London,Richmond,3,Clothes,CL3381,47.3,33
Manchester,Trafford,5,Clothes,CL0348,38.93,22
London,Stratford,4,Clothes,CL1956,18.73,50
Birmingahm,Birmingham,8,Clothes,CL2711,41.67,28
Leeds,Leeds,10,Clothes,CL6288,25.57,41
Manchester,Trafford,5,Clothes,CL1064,35.92,37
Leeds,Leeds,10,Clothes,CL5386,40.96,8
Leeds,Leeds,10,Clothes,CL3393,39.32,22
Leeds,Leeds,10,Clothes,CL2832,14.81,8
London,Wembley,2,Clothes,CL2867,5.18,10
Nottingham,Nottingham,9,Clothes,CL1404,4.18,9
Leeds,Leeds,10,Clothes,CL7679,1.25,34
Nottingham,Nottingham,9,Clothes,CL2515,25.7,30
Nottingham,Nottingham,9,Clothes,CL1888,15.7,17
London,Stratford,4,Clothes,CL8292,40.53,48
Manchester,Chorlton,7,Clothes,CL1392,5.01,40
Manchester,Trafford,5,Clothes,CL6681,48.31,27
Manchester,Trafford,5,Clothes,CL5086,28.28,38
Birmingahm,Birmingham,8,Clothes,CL9777,27.57,13
Manchester,Trafford,5,Clothes,CL3528,48.71,20
London,Wembley,2,Clothes,CL0454,19.6,47
Manchester,Trafford,5,Clothes,CL1928,15.84,40
London,Stratford,4,Clothes,CL3043,11.96,18
Nottingham,Nottingham,9,Clothes,CL4891,13.15,32
London,Richmond,3,Clothes,CL9868,18.53,20
London,Oxford Street,1,Clothes,CL3319,15.66,37
Birmingahm,Birmingham,8,Clothes,CL6850,12.29,50
Leeds,Leeds,10,Clothes,CL7538,43.43,48
Nottingham,Nottingham,9,Clothes,CL2578,17.27,34
Manchester,Salford,6,Clothes,CL1218,31.61,48
Manchester,Chorlton,7,Clothes,CL0996,30.81,30
London,Richmond,3,Clothes,CL0066,8.98,3
Nottingham,Nottingham,9,Clothes,CL3533,27.42,20
Birmingahm,Birmingham,8,Clothes,CL0466,46.97,6
Manchester,Trafford,5,Clothes,CL0056,19.42,50
Nottingham,Nottingham,9,Clothes,CL9712,15.59,3
London,Stratford,4,Clothes,CL7417,47.85,37
Nottingham,Nottingham,9,Clothes,CL7134,16.79,45
London,Stratford,4,Clothes,CL3521,40.88,46
Nottingham,Nottingham,9,Clothes,CL0864,47.6,43
London,Stratford,4,Clothes,CL9049,27.97,18
Manchester,Chorlton,7,Clothes,CL9658,41.75,41
Manchester,Salford,6,Clothes,CL9186,21.15,15
Manchester,Salford,6,Clothes,CL8744,20.82,32
Manchester,Chorlton,7,Clothes,CL3513,9.18,13
Nottingham,Nottingham,9,Clothes,CL5939,36.5,48
London,Oxford Street,1,Clothes,CL8966,34.14,15
Manchester,Chorlton,7,Clothes,CL1510,11.14,11
Birmingahm,Birmingham,8,Clothes,CL5865,33.43,46
Birmingahm,Birmingham,8,Clothes,CL7854,28.63,17
Nottingham,Nottingham,9,Clothes,CL4142,44.34,14
Manchester,Chorlton,7,Clothes,CL2340,46.05,15
Birmingahm,Birmingham,8,Clothes,CL0531,27.6,44
London,Wembley,2,Clothes,CL7938,3.84,50
Nottingham,Nottingham,9,Clothes,CL4699,16.09,25
Nottingham,Nottingham,9,Clothes,CL9745,24.66,19
Manchester,Chorlton,7,Clothes,CL4818,44.67,39
London,Richmond,3,Clothes,CL1075,31.95,11
London,Wembley,2,Clothes,CL9747,10.21,19
London,Oxford Street,1,Clothes,CL0082,3.32,23
London,Stratford,4,Clothes,CL8089,32.38,11
Birmingahm,Birmingham,8,Clothes,CL1983,4.01,25
London,Wembley,2,Clothes,CL5293,42.77,23
Manchester,Chorlton,7,Clothes,CL5430,22.69,48
London,Stratford,4,Clothes,CL0335,22.4,5
Manchester,Trafford,5,Clothes,CL6047,8.03,16
Nottingham,Nottingham,9,Clothes,CL4482,33.28,15
Manchester,Chorlton,7,Clothes,CL0062,3.52,2
Manchester,Trafford,5,Clothes,CL4733,22.17,20
London,Richmond,3,Clothes,CL7185,48.74,47
Nottingham,Nottingham,9,Clothes,CL9348,27.97,23
Manchester,Salford,6,Clothes,CL6613,16.51,3
Nottingham,Nottingham,9,Clothes,CL1266,49.55,8
Manchester,Chorlton,7,Clothes,CL7449,39.31,8
London,Richmond,3,Clothes,CL1960,3.25,47
Birmingahm,Birmingham,8,Clothes,CL2836,2.16,50
London,Richmond,3,Clothes,CL9098,42.14,13
Leeds,Leeds,10,Clothes,CL2539,37.13,44
Manchester,Salford,6,Clothes,CL7884,47.78,42
London,Richmond,3,Clothes,CL6876,11.68,49
Manchester,Salford,6,Clothes,CL4734,46.06,14
London,Oxford Street,1,Clothes,CL2223,18.31,49
London,Oxford Street,1,Clothes,CL4270,22.59,23
London,Richmond,3,Clothes,CL0910,36.96,48
Nottingham,Nottingham,9,Clothes,CL1701,28.56,22
Birmingahm,Birmingham,8,Clothes,CL6722,13.38,27
London,Stratford,4,Clothes,CL3625,4.45,48
Manchester,Trafford,5,Clothes,CL5167,22.31,8
Manchester,Salford,6,Clothes,CL8248,27.86,11
Nottingham,Nottingham,9,Clothes,CL2151,3.27,25
London,Wembley,2,Clothes,CL2420,25.73,40
Manchester,Salford,6,Clothes,CL8447,9.08,42
London,Richmond,3,Clothes,CL2926,45.64,22
Nottingham,Nottingham,9,Clothes,CL1442,4.34,20
London,Stratford,4,Clothes,CL8747,10.5,48
Manchester,Salford,6,Clothes,CL8337,15.55,45
London,Wembley,2,Clothes,CL5533,7.67,9
Manchester,Chorlton,7,Clothes,CL5160,33.55,8
Manchester,Salford,6,Clothes,CL8193,22.9,34
Manchester,Salford,6,Clothes,CL6706,4.59,15
London,Stratford,4,Clothes,CL9286,10.82,3
Manchester,Salford,6,Clothes,CL9248,5.2,17
Manchester,Chorlton,7,Clothes,CL3397,10.11,18
Nottingham,Nottingham,9,Clothes,CL4979,12.22,42
London,Oxford Street,1,Clothes,CL9149,34.1,3
Manchester,Chorlton,7,Clothes,CL8487,48.4,37
Leeds,Leeds,10,Clothes,CL7497,21.73,9
Leeds,Leeds,10,Clothes,CL5835,45.41,31
Manchester,Salford,6,Clothes,CL1682,28.07,47
Leeds,Leeds,10,Clothes,CL7375,26.5,46
London,Wembley,2,Clothes,CL2702,3.18,33
Nottingham,Nottingham,9,Clothes,CL8073,34.56,14
Manchester,Chorlton,7,Clothes,CL4795,37.4,49
Manchester,Trafford,5,Clothes,CL2751,38.82,9
London,Wembley,2,Clothes,CL7862,42.34,8
Leeds,Leeds,10,Clothes,CL7481,33.72,16
London,Oxford Street,1,Clothes,CL8435,19.04,43
London,Richmond,3,Clothes,CL9264,32.94,13
Leeds,Leeds,10,Clothes,CL7376,2.13,8
London,Oxford Street,1,Clothes,CL3824,13.76,44
Birmingahm,Birmingham,8,Clothes,CL2066,15.82,22
London,Stratford,4,Clothes,CL0602,10.89,16
Manchester,Chorlton,7,Clothes,CL9772,9.57,30
Nottingham,Nottingham,9,Clothes,CL5441,31.24,26
Leeds,Leeds,10,Clothes,CL1156,24.81,8
Nottingham,Nottingham,9,Clothes,CL0608,48.01,27
Leeds,Leeds,10,Clothes,CL5672,23.18,45
Manchester,Chorlton,7,Clothes,CL6138,7.55,50
London,Wembley,2,Clothes,CL9371,14.97,11
Nottingham,Nottingham,9,Clothes,CL2210,26.31,46
London,Stratford,4,Clothes,CL8496,10.44,36
London,Richmond,3,Clothes,CL9185,31.39,39
Manchester,Salford,6,Clothes,CL4041,39.03,16
London,Oxford Street,1,Clothes,CL6397,37,39
London,Wembley,2,Clothes,CL1672,2.89,26
London,Wembley,2,Clothes,CL6546,5.95,25
Birmingahm,Birmingham,8,Clothes,CL6516,44.89,21
Manchester,Trafford,5,Clothes,CL0480,30.79,13
Manchester,Salford,6,Clothes,CL9996,43.73,1
Manchester,Chorlton,7,Clothes,CL5338,18.77,23
Manchester,Chorlton,7,Beauty,BE6491,3.28,18
London,Stratford,4,Beauty,BE8060,37.23,10
London,Richmond,3,Beauty,BE6316,42.19,1
Manchester,Chorlton,7,Beauty,BE8677,42.68,41
London,Wembley,2,Beauty,BE7820,23.33,28
Nottingham,Nottingham,9,Beauty,BE5492,25.21,27
Manchester,Trafford,5,Beauty,BE3523,38.92,3
Manchester,Trafford,5,Beauty,BE4279,31.12,10
London,Stratford,4,Beauty,BE5758,37.29,46
London,Oxford Street,1,Beauty,BE4733,43.39,11
Nottingham,Nottingham,9,Beauty,BE5201,44.6,49
Nottingham,Nottingham,9,Beauty,BE0843,23.93,50
Manchester,Chorlton,7,Beauty,BE5445,11.37,25
Birmingahm,Birmingham,8,Beauty,BE9334,45.89,4
Leeds,Leeds,10,Beauty,BE1113,13.9,46
Manchester,Trafford,5,Beauty,BE3953,15.28,49
Manchester,Trafford,5,Beauty,BE0756,12.71,31
London,Wembley,2,Beauty,BE1111,22.26,43
Manchester,Salford,6,Beauty,BE6022,44.21,4
Birmingahm,Birmingham,8,Beauty,BE2970,47.57,15
London,Wembley,2,Beauty,BE3466,38.53,8
Manchester,Chorlton,7,Beauty,BE3233,46.97,1
London,Stratford,4,Beauty,BE8728,31.22,47
Nottingham,Nottingham,9,Beauty,BE1807,21.36,4
London,Stratford,4,Beauty,BE8691,36.47,46
London,Stratford,4,Beauty,BE1371,21.44,48
Nottingham,Nottingham,9,Beauty,BE7205,23.47,16
London,Richmond,3,Beauty,BE6314,35.76,12
Nottingham,Nottingham,9,Beauty,BE2234,27.19,27
London,Richmond,3,Beauty,BE2186,1.81,34
Manchester,Salford,6,Beauty,BE3852,24.85,37
Leeds,Leeds,10,Beauty,BE3878,23.77,35
Birmingahm,Birmingham,8,Beauty,BE1778,26.94,42
London,Wembley,2,Beauty,BE1904,7.92,33
London,Richmond,3,Beauty,BE8873,8.02,35
Manchester,Chorlton,7,Beauty,BE6246,35.23,39
London,Stratford,4,Beauty,BE4642,16.18,6
London,Richmond,3,Beauty,BE2668,8.7,13
London,Wembley,2,Beauty,BE1429,11.99,17
Manchester,Chorlton,7,Beauty,BE4900,40.34,8
Nottingham,Nottingham,9,Beauty,BE7333,7.97,23
Nottingham,Nottingham,9,Beauty,BE3766,18.72,3
London,Richmond,3,Beauty,BE0504,6.25,33
Manchester,Salford,6,Beauty,BE1045,17.36,25
London,Stratford,4,Beauty,BE0298,34,49
London,Wembley,2,Beauty,BE7644,41.74,27
Leeds,Leeds,10,Beauty,BE7608,25.34,11
London,Stratford,4,Beauty,BE3769,9.34,37
Nottingham,Nottingham,9,Beauty,BE6504,35.43,26
Birmingahm,Birmingham,8,Beauty,BE2416,47.75,45
London,Wembley,2,Beauty,BE6766,4.67,30
Manchester,Salford,6,Beauty,BE6216,5.55,17
Manchester,Trafford,5,Beauty,BE5153,43.59,45
Manchester,Chorlton,7,Beauty,BE5004,37.29,5
Manchester,Chorlton,7,Beauty,BE7034,33.9,11
Birmingahm,Birmingham,8,Beauty,BE5720,28.94,8
Manchester,Salford,6,Beauty,BE6627,20.45,25
Leeds,Leeds,10,Beauty,BE0223,18.42,24
Manchester,Trafford,5,Beauty,BE7222,5.9,24
Birmingahm,Birmingham,8,Beauty,BE7427,10.66,22
Nottingham,Nottingham,9,Beauty,BE7279,31.95,45
London,Wembley,2,Beauty,BE3604,30.42,27
London,Richmond,3,Beauty,BE7473,49.41,10
Manchester,Trafford,5,Beauty,BE9143,30.97,16
London,Richmond,3,Beauty,BE4575,41.61,19
London,Wembley,2,Beauty,BE7504,16.89,14
London,Wembley,2,Beauty,BE1066,19.31,35
London,Richmond,3,Beauty,BE9002,5.67,24
Manchester,Salford,6,Beauty,BE1727,34.8,18
Manchester,Trafford,5,Beauty,BE1090,15.4,44
Leeds,Leeds,10,Beauty,BE9566,32.22,38
Birmingahm,Birmingham,8,Beauty,BE9032,43.73,50
Nottingham,Nottingham,9,Beauty,BE0528,46.29,2
Birmingahm,Birmingham,8,Beauty,BE5488,45.63,11
Manchester,Chorlton,7,Beauty,BE3932,29.41,35
Manchester,Salford,6,Beauty,BE1388,16.63,1
Birmingahm,Birmingham,8,Beauty,BE9499,2.67,23
London,Richmond,3,Beauty,BE1798,35.01,22
Birmingahm,Birmingham,8,Beauty,BE2652,31.49,48
Nottingham,Nottingham,9,Beauty,BE0557,7.21,2
London,Wembley,2,Beauty,BE9213,35.43,31
Manchester,Trafford,5,Beauty,BE9833,3.87,48
Birmingahm,Birmingham,8,Beauty,BE1793,38.76,20
London,Stratford,4,Beauty,BE9005,8.12,34
Manchester,Chorlton,7,Beauty,BE6586,44.76,12
Manchester,Trafford,5,Beauty,BE2585,38.13,13
Manchester,Salford,6,Beauty,BE7172,6.66,34
Birmingahm,Birmingham,8,Beauty,BE0945,44.28,12
Leeds,Leeds,10,Beauty,BE3362,18.42,11
Leeds,Leeds,10,Beauty,BE5371,15.99,46
Manchester,Trafford,5,Beauty,BE0108,15.93,32
Manchester,Salford,6,Beauty,BE3302,5.79,48
London,Oxford Street,1,Beauty,BE6004,25.02,18
London,Richmond,3,Beauty,BE4357,15.4,21
Nottingham,Nottingham,9,Beauty,BE1616,23.98,29
Manchester,Trafford,5,Beauty,BE8885,16.95,49
Nottingham,Nottingham,9,Beauty,BE0302,2.68,34
London,Wembley,2,Beauty,BE5498,2.98,20
London,Wembley,2,Beauty,BE8721,8.45,7
London,Stratford,4,Beauty,BE6308,47.32,6
Manchester,Salford,6,Beauty,BE5598,4.26,13
Manchester,Salford,6,Beauty,BE1578,3.97,42
London,Wembley,2,Beauty,BE8151,34.99,9
Leeds,Leeds,10,Beauty,BE3541,36.69,39
Manchester,Trafford,5,Beauty,BE6223,44.39,28
London,Stratford,4,Beauty,BE7345,40.69,35
Nottingham,Nottingham,9,Beauty,BE7714,24.98,44
Nottingham,Nottingham,9,Beauty,BE0683,41.87,42
London,Wembley,2,Beauty,BE6108,14.41,9
London,Richmond,3,Beauty,BE0479,33.34,6
Nottingham,Nottingham,9,Beauty,BE5615,35.56,22
London,Wembley,2,Beauty,BE5931,6.04,16
Nottingham,Nottingham,9,Beauty,BE3423,49.87,3
Manchester,Salford,6,Beauty,BE0606,42.75,45
London,Stratford,4,Beauty,BE3424,4.3,49
London,Oxford Street,1,Beauty,BE3857,43.8,30
Nottingham,Nottingham,9,Beauty,BE7944,23.67,18
Birmingahm,Birmingham,8,Beauty,BE1572,33.66,11
London,Wembley,2,Beauty,BE0636,20.82,41
Manchester,Trafford,5,Beauty,BE8750,10.11,8
Leeds,Leeds,10,Beauty,BE5651,15.29,9
London,Stratford,4,Beauty,BE7639,11.5,6
Manchester,Salford,6,Beauty,BE7937,5.71,44
Leeds,Leeds,10,Beauty,BE4764,48.77,33
London,Oxford Street,1,Beauty,BE9963,17.69,42
Manchester,Trafford,5,Beauty,BE3298,15.15,20
Nottingham,Nottingham,9,Beauty,BE2761,10.98,33
London,Stratford,4,Beauty,BE2649,39.03,24
London,Stratford,4,Beauty,BE4503,41.6,20
Birmingahm,Birmingham,8,Beauty,BE9835,30.7,26
Leeds,Leeds,10,Beauty,BE8264,44.38,25
Manchester,Salford,6,Beauty,BE1212,21.09,27
London,Wembley,2,Beauty,BE7022,37.89,37
London,Oxford Street,1,Beauty,BE6926,19.72,47
Manchester,Salford,6,Beauty,BE5676,19.93,34
Manchester,Salford,6,Beauty,BE2005,21.99,23
Manchester,Trafford,5,Beauty,BE5643,15.04,8
Birmingahm,Birmingham,8,Beauty,BE5986,19.12,35
Manchester,Trafford,5,Beauty,BE7814,27.2,49
Leeds,Leeds,10,Beauty,BE1793,7.8,2
Leeds,Leeds,10,Beauty,BE8539,13.54,38
Birmingahm,Birmingham,8,Beauty,BE2982,11,29
London,Wembley,2,Beauty,BE7443,11.81,50
Nottingham,Nottingham,9,Beauty,BE9099,36.39,16
Leeds,Leeds,10,Beauty,BE6021,37.47,24
Nottingham,Nottingham,9,Beauty,BE7831,38.27,18
London,Richmond,3,Beauty,BE3839,44.83,45
Birmingahm,Birmingham,8,Beauty,BE6553,32.13,44
London,Stratford,4,Beauty,BE6928,43.03,3
Manchester,Salford,6,Beauty,BE2476,40.64,12
London,Oxford Street,1,Beauty,BE0314,1.69,49
London,Wembley,2,Beauty,BE7543,11.73,39
Nottingham,Nottingham,9,Beauty,BE6126,44.03,26
Manchester,Trafford,5,Beauty,BE2543,22.16,26
London,Richmond,3,Beauty,BE3461,17.24,15
Manchester,Chorlton,7,Beauty,BE0426,8.3,25
Nottingham,Nottingham,9,Beauty,BE2454,10.22,18
London,Stratford,4,Beauty,BE5241,9.5,35
Manchester,Chorlton,7,Beauty,BE2542,6.88,2
Leeds,Leeds,10,Beauty,BE2042,46.68,22
Birmingahm,Birmingham,8,Beauty,BE5209,48.79,3
London,Oxford Street,1,Beauty,BE5487,39.29,2
London,Richmond,3,Beauty,BE2260,46.66,45
Nottingham,Nottingham,9,Beauty,BE9767,30.49,9
Birmingahm,Birmingham,8,Beauty,BE0404,26.59,35
Birmingahm,Birmingham,8,Beauty,BE7386,41.7,32
Manchester,Salford,6,Beauty,BE2872,4.89,44
Leeds,Leeds,10,Beauty,BE4076,32.38,22
Leeds,Leeds,10,Beauty,BE5271,17.91,27
Manchester,Trafford,5,Beauty,BE7427,13.26,7
London,Wembley,2,Beauty,BE7432,36.42,40
London,Stratford,4,Beauty,BE6242,37.5,24
London,Richmond,3,Beauty,BE6615,5.42,45
Manchester,Chorlton,7,Beauty,BE7138,8.12,4
Manchester,Trafford,5,Beauty,BE3855,2.53,3
Leeds,Leeds,10,Beauty,BE7944,21.16,47
Manchester,Chorlton,7,Beauty,BE2096,26.54,38
Manchester,Chorlton,7,Beauty,BE9627,37.91,29
Leeds,Leeds,10,Beauty,BE3905,12.26,46
Manchester,Salford,6,Beauty,BE3818,30.32,9
London,Wembley,2,Beauty,BE9310,11.7,45
London,Stratford,4,Beauty,BE9105,38.69,24
London,Wembley,2,Beauty,BE9948,42.32,36
Manchester,Chorlton,7,Beauty,BE8091,23.12,12
Manchester,Trafford,5,Beauty,BE1643,3.92,35
Leeds,Leeds,10,Beauty,BE4461,10.1,29
London,Stratford,4,Beauty,BE6412,7.19,35
Birmingahm,Birmingham,8,Beauty,BE4322,10.93,15
Birmingahm,Birmingham,8,Beauty,BE4569,1.19,43
Manchester,Salford,6,Beauty,BE8514,13.89,10
Leeds,Leeds,10,Beauty,BE9355,7.56,15
Manchester,Chorlton,7,Beauty,BE7950,22.04,45
Birmingahm,Birmingham,8,Beauty,BE1438,20.55,16
London,Oxford Street,1,Beauty,BE8633,24.69,47
Birmingahm,Birmingham,8,Beauty,BE8955,3.72,7
London,Wembley,2,Beauty,BE6024,15.03,35
Manchester,Chorlton,7,Beauty,BE9450,11.55,12
Nottingham,Nottingham,9,Beauty,BE0180,3.85,46
Birmingahm,Birmingham,8,Beauty,BE5780,49.09,50
London,Richmond,3,Beauty,BE6418,30.14,44
Manchester,Chorlton,7,Beauty,BE8729,17.85,24
London,Oxford Street,1,Beauty,BE8010,45.61,16
Nottingham,Nottingham,9,Beauty,BE3967,48.86,24
Manchester,Chorlton,7,Beauty,BE4099,10.61,7
Nottingham,Nottingham,9,Beauty,BE0103,48.97,30
Leeds,Leeds,10,Beauty,BE1013,11.08,26
Leeds,Leeds,10,Beauty,BE4066,36.47,38
Leeds,Leeds,10,Beauty,BE8145,13.8,25
Birmingahm,Birmingham,8,Beauty,BE7208,40.66,4
Manchester,Trafford,5,Beauty,BE7469,46.85,41
Manchester,Chorlton,7,Beauty,BE2409,6,41
London,Stratford,4,Beauty,BE5330,14.82,14
London,Richmond,3,Beauty,BE8368,6.35,26
London,Stratford,4,Beauty,BE1102,44.31,35
London,Stratford,4,Beauty,BE5567,45.58,16
London,Richmond,3,Beauty,BE2728,19.48,30
London,Stratford,4,Beauty,BE1648,10.11,41
London,Wembley,2,Beauty,BE5905,26.86,45
Birmingahm,Birmingham,8,Beauty,BE3306,23.16,50
Manchester,Chorlton,7,Beauty,BE4874,31.93,32
London,Stratford,4,Beauty,BE0146,39.54,33
Manchester,Trafford,5,Beauty,BE0509,34.09,21
London,Stratford,4,Beauty,BE4019,31.32,7
Leeds,Leeds,10,Beauty,BE4705,6.64,3
London,Oxford Street,1,Beauty,BE7673,20.05,34
Leeds,Leeds,10,Beauty,BE3921,14.96,37
Nottingham,Nottingham,9,Beauty,BE3517,5.37,25
London,Stratford,4,Beauty,BE4020,27.47,33
Leeds,Leeds,10,Beauty,BE4517,44.14,35
London,Richmond,3,Beauty,BE4742,19.73,45
Manchester,Chorlton,7,Beauty,BE6713,11.52,24
London,Oxford Street,1,Beauty,BE0560,38.12,18
Birmingahm,Birmingham,8,Beauty,BE4050,8.72,32
Birmingahm,Birmingham,8,Beauty,BE5532,31.54,43
Leeds,Leeds,10,Beauty,BE1961,24.45,35
Manchester,Chorlton,7,Beauty,BE2822,43.14,43
Manchester,Chorlton,7,Beauty,BE9461,24.25,44
London,Oxford Street,1,Beauty,BE5594,39.04,48
London,Oxford Street,1,Beauty,BE1483,13.1,13
London,Richmond,3,Beauty,BE7313,16.56,41
Leeds,Leeds,10,Beauty,BE3342,9.4,23
Nottingham,Nottingham,9,Beauty,BE0946,12.21,35
London,Stratford,4,Beauty,BE8897,4.7,45
London,Stratford,4,Beauty,BE9174,33.15,50
Nottingham,Nottingham,9,Beauty,BE8293,10.27,7
Nottingham,Nottingham,9,Beauty,BE2585,9.1,50
Manchester,Chorlton,7,Beauty,BE7747,4.84,25
Leeds,Leeds,10,Beauty,BE9439,20.34,28
Manchester,Chorlton,7,Beauty,BE1600,36.25,26
London,Richmond,3,Beauty,BE9386,4.87,29
Manchester,Chorlton,7,Electronics,EL6867,20.22,29
London,Richmond,3,Electronics,EL4575,17.67,49
Manchester,Chorlton,7,Electronics,EL1490,8.33,25
London,Oxford Street,1,Electronics,EL6673,41.84,46
London,Oxford Street,1,Electronics,EL7972,8.08,23
Leeds,Leeds,10,Electronics,EL8770,3.99,31
Manchester,Trafford,5,Electronics,EL5872,4.52,23
London,Stratford,4,Electronics,EL4804,37.97,36
London,Wembley,2,Electronics,EL0303,17.53,23
London,Oxford Street,1,Electronics,EL5957,36.35,38
London,Richmond,3,Electronics,EL8395,47.9,21
London,Stratford,4,Electronics,EL1560,22.11,1
Manchester,Salford,6,Electronics,EL7460,4.18,12
London,Wembley,2,Electronics,EL9381,43.58,8
Birmingahm,Birmingham,8,Electronics,EL4178,17.64,18
Birmingahm,Birmingham,8,Electronics,EL0028,15.49,8
